id,title,original_title,release_date,vote_average,vote_count,popularity,genres,poster_path,overview,source
1084242,주토피아 2,Zootopia 2,2025-11-26,7.7,2951,68.9162,애니메이션|모험|코미디|미스터리|가족,https://image.tmdb.org/t/p/w500/ib6v6qUXzez1x2qIOLN7C0yJNPQ.jpg,"미스터리한 뱀 게리가 나타난 순간, 주토피아가 다시 흔들리기 시작했다! 혼란에 빠진 도시를 구하기 위해 환상의 콤비 주디와 닉이 잠입 수사에 나서고 상상 그 이상의 진실과 위협을 마주하게 되는데...!",movie/popular
980431,아앙: 더 라스트 에어벤더,Avatar Aang: The Last Airbender,2026-10-09,0.0,0,69.3658,액션|모험|애니메이션|판타지,https://image.tmdb.org/t/p/w500/29Jdsak3SrwGds5k1t43kH6Khed.jpg,,movie/popular
1305781,표인: 풍기대막,镖人：风起大漠,2026-02-17,7.025,59,70.554,액션|드라마|역사,https://image.tmdb.org/t/p/w500/ki0ilBYgbOZKUuE1NN53FYWK9zQ.jpg,"광활한 사막에서 표국, 관군, 상인 세력 등 수많은 집단이 권력을 차지하기 위해 치열하게 다툰다. 전설적인 현상금 사냥꾼 도마는 한 남자를 장안까지 호송하는 임무를 맡는다. 그러나 자신이 호송하는 인물이 사실은 제국에서 가장 위험한 수배자 지시랑임을 알게 되고, 거액의 현상금을 둘러싼 목숨 건 사투가 펼쳐진다.",movie/popular
350,악마는 프라다를 입는다,The Devil Wears Prada,2006-06-29,7.4,13732,65.71,드라마|코미디,https://image.tmdb.org/t/p/w500/lxjGbkRnY9d2j8cxIHxX57NNvRH.jpg,명문대를 졸업한 소도시 출신의 앤드리아 삭스. 최고의 저널리스트 꿈을 안고 뉴욕에 상경하지만 그녀의 이력서를 보고 연락이 온 곳은 딱 한곳. 세계 최고의 패션지 런웨이 뿐이다. 그것도 기자가 아닌 편집장 미란다의 말단 비서로서. 미란다 프리슬리는 세계 패션쇼의 스케쥴을 바꿀 수 있을 만큼의 거물이지만 까다로운 완벽주의자로 악명이 높다. 직장생활의 꿈에 부푼 앤드리아. 그러나 현실은 지옥 그 자체. 악마 같은 미란다 밑에서 그녀는 과연 살아남을 수 있을까?,movie/popular
39254,리얼 스틸,Real Steel,2011-09-28,7.107,9224,65.3727,액션|SF|드라마,https://image.tmdb.org/t/p/w500/lbN080kn6nzq978jqsdgxci9llR.jpg,"치열한 로봇 파이터들의 세계를 그려낸 블록버스터  로봇 파이터의 불가능한 도전이 시작된다!  2020년, 관중들의 뜨거운 열기로 가득 찬 복싱 경기장. 링 위에서 숨 막히는 승부를 펼치는 이들은 무려 900kg에 2m 50cm가 넘는 거대한 로봇 파이터들이다.  인간이 아닌 로봇 파이터들이 사각의 링을 지배하는 시대! 챔피언 타이틀 도전에 실패한 전직 복서 출신 찰리 켄튼(휴 잭맨)은 지하의 복싱 세계를 전전하며 삼류 프로모터로 살아가고 있다. 겨우 번 돈으로 구입한 고철 덩어리를 로봇 파이터로 만들어 지하의 복싱 세계를 벗어나 재기하려는 찰리는 어느 날 존재도 모르고 지낸 아들 맥스(다코다 고요)의 소식을 접하고 임시 보호를 맡게 된다. 어쩔 수 없이 한 팀이 된 그들은 맥스가 우연히 발견한 고철 로봇 ‘아톰’을 최고의 파이터로 키워내기 위한 훈련을 시작한다.  오직 승자와 패자만이 존재하는 무자비한 사각의 링 위, 이제 더 이상 물러날 곳이 없는 찰리와 맥스, 그리고 ‘아톰’의 불가능한 도전이 시작된다!",movie/popular
1472951,킬링 미션,Infiltrate,2026-04-10,5.471,17,63.8607,액션|스릴러,https://image.tmdb.org/t/p/w500/HjapTwwYaWBz4qC2Lg3mKqFlNJ.jpg,"베테랑 요원 릴리가 납치된 남편을 구하고자 범죄 조직 심장부로 잠입하지만, 이어지는 의문의 지시에 따라 지하 세계의 잔혹한 음모에 휘말린다, 정교한 함정 속에서 목숨을 건 추격전이 펼쳐지고 마주한 진실이 모든 것을 뒤흔든다.",movie/popular
1291608,두란다르,धुरंधर,2025-12-05,7.2,306,67.5654,액션|범죄|스릴러,https://image.tmdb.org/t/p/w500/8FHOtUpNIk5ZPEay2N2EY5lrxkv.jpg,"1999년 12월 30일, 인도 외무부 장관 데바브라트 카푸르와 정보국의 국장인 아제이 산얄(M. 마다반)은 인도 항공기를 납치한 테러범인 자후르 미스트리와 협상을 벌여 세 명의 테러범들을 석방하고 칸다하르에 억류된 승객들의 목숨을 대가로 1천만 달러의 몸값을 지불한다. R&AW의 특별 비서관 K.S. 불라르는 파키스탄의 테러 조직에 침투하자는 산얄의 제안을 거부하지만, 장관인 데바브라트는 2001년 인도 의회의 공격 이후 산얄의 비밀 작전인 ""두란다르 작전""을 승인하게 되는데...",movie/popular
157336,인터스텔라,Interstellar,2014-11-05,8.478,40024,69.9304,모험|드라마|SF,https://image.tmdb.org/t/p/w500/evoEi8SBSvIIEveM3V6nCJ6vKj8.jpg,"세계 각국의 정부와 경제가 완전히 붕괴된 미래가 다가온다. 지난 20세기에 범한 잘못이 전 세계적인 식량 부족을 불러왔고, NASA도 해체되었다. 나사 소속 우주비행사였던 쿠퍼는 지구에 몰아친 식량난으로 옥수수나 키우며 살고 있다. 거센 황사가 몰아친 어느 날 알 수 없는 힘에 이끌려 딸과 함께 도착한 곳은 인류가 이주할 행성을 찾는 나사의 비밀본부. 이 때 시공간에 불가사의한 틈이 열리고, 이 곳을 탐험해 인류를 구해야 하는 임무를 위해 쿠퍼는 만류하는 딸을 뒤로한 채 우주선에 탑승하는데...",movie/popular
226674,L'Adolescente,L'Adolescente,1979-01-24,4.5,15,60.3032,드라마,https://image.tmdb.org/t/p/w500/v7yCEzF9BCF82lbp42X5ZLjIieo.jpg,,movie/popular
1613798,복수,Venganza,2026-02-26,7.498,256,60.1819,액션|스릴러,https://image.tmdb.org/t/p/w500/26milocWotfItrjwnadk4gyHwyi.jpg,"훈장을 받은 특수부대 영웅 카를로스 에스트라다. 아내가 잔인하게 살해당한 그에게 이제 남은 단 하나는 목표는 바로 복수다. 예상치 못한 운명의 장난으로 백만장자가 된 카를로스는 자신의 재산을 군수 물자로 바꾼다. 그리고 가장 신뢰하는 부하들과 함께, 사건의 배후를 향한 끈질긴 추격전을 시작한다.",movie/popular
460465,모탈 컴뱃,Mortal Kombat,2021-04-07,7.047,6784,56.3111,액션|판타지|모험,https://image.tmdb.org/t/p/w500/3dTg1pgasstOa0XJTwt3dBFHjFf.jpg,어스렐름와 아웃월드의 최강 챔피언들이 지구의 운명을 걸고 벌이는 서바이벌 대혈전 모탈 컴뱃. MMA 격투 선수 콜 영은 대전을 앞두고 선택 받은 전사들을 사전에 제거하려는 서브제로의 공격을 받는다. 지구와 가족을 보호하고 자기 혈통의 비밀을 알아내기 위해 모탈 컴뱃 토너먼트에 참가해 죽음의 전투를 치러야 한다!,movie/popular
744275,애프터: 관계의 함정,After We Fell,2021-09-01,7.003,2746,56.6679,드라마|로맨스,https://image.tmdb.org/t/p/w500/o0PgoBD6jLYId3LYpu9yUY06SLT.jpg,"영국 런던에서 미국 시애틀까지, 핫스팟에서 시작된 사랑의 클라이맥스! 첫사랑, 첫키스, 첫경험, 설렘 가득했던 처음을 뒤로 하고 꿈을 위해 잠시 서로를 떠나게 된 하딘과 테사. 각자 영국 런던과 미국 시애틀에서 롱디 연애를 앞둔 두 사람은 시간과 장소를 가리지 않고 달콤한 사랑을 속삭인다. 하지만 연애와 꿈의 갈림길에 선 둘은 서로에게 감춘 '누군가'의 존재와 예상치 못한 비밀까지 알게 되면서 사랑의 클라이맥스에 치닫게 되는데…",movie/popular
1220522,డెకాయిట్,డెకాయిట్,2026-04-10,6.6,5,55.033,액션|로맨스|스릴러,https://image.tmdb.org/t/p/w500/yUn0et9QaiHXME4awdwxeEsuslc.jpg,,movie/popular
840464,그린랜드 2: 마이그레이션,Greenland 2: Migration,2026-01-07,6.439,1214,55.8824,모험|스릴러|SF,https://image.tmdb.org/t/p/w500/63MYZJKDgg1jg1ISo9QUiE33lrT.jpg,"혜성 충돌로 문명이 붕괴된 지 5년 후, 방사능 폭풍을 피해 지하 벙커에서 살아남은 인류는 끝이 보이지 않는 지하 생활을 이어가고 있다. 점점 심해지는 지진과 고갈되어 가는 보급품으로 벙커는 붕괴 위기에 처하고, 존과 그의 가족들은 가까스로 탈출해 폐허가 된 유럽 대륙으로 향한다. 무너진 도시, 극한의 환경, 그리고 예측할 수 없는 생존자들의 위협 속에서 인류 최후의 희망의 땅이라 불리는 ‘크레이터’를 향한 위험한 여정이 시작되는데...!",movie/popular
235271,애딕티드,Addicted,2014-10-10,5.91,449,55.7305,드라마|스릴러,https://image.tmdb.org/t/p/w500/fAERrD6vvmznDoL99wlgjhSfPcH.jpg,성적 욕망에 사로잡혀 불륜을 일삼는 여자가 파멸직전 상황에 이르지만 가족의 사랑으로 제자리로 돌아가 치료를 시작하게 된다는 내용,movie/popular
424711,Le calde notti di Poppea,Le calde notti di Poppea,1969-01-01,4.7,5,61.9032,코미디,https://image.tmdb.org/t/p/w500/zNfqugt7ZPFpWeXAQsF5IqDCDft.jpg,,movie/popular
980477,너자 2,哪吒之魔童闹海,2025-01-29,8.152,716,53.6989,애니메이션|액션|판타지|모험,https://image.tmdb.org/t/p/w500/tc3wdEEov3SdMja9ZkBiAZ6fBGV.jpg,"신·인간·요괴가 뒤섞여 사는 세상, 조금 다르게 태어났다는 이유로 말썽쟁이로 불리는 팬더 눈 너자. 엄청난 파워의 너자는 스승과 함께 수련에만 열심히인데… 문제의 시작은 삼계의 균형을 흔드는 위험한 힘의 흔적. 가만히 두면 세상이 통째로 뒤집힐 판이라, 우리의 주인공 너자가 나선다. 소동의 근원을 찾아 나선 너자 일행, 그러나 길은 순탄치 않고 싸움은 점점 그 규모가 커져 가는데…",movie/popular
4258,무서운 영화 5,Scary Movie 5,2013-04-11,4.796,3056,51.7468,코미디,https://image.tmdb.org/t/p/w500/f8Ms3vhJ1ANVtUmQUW4uZlLqKWH.jpg,"죽은 형의 아이들을 맡게 된 댄과 아내 조디는 한 연구기관에서 제공한 새집으로 이사를 한다. 방마다 설치된 수많은 카메라가 24시간 그들의 생활을 관찰하는데, 수상한 새집에서 조디는 섬뜩한 기운을 느낀다. 어느 순간 집안에서 정체 모를 소리와 사람의 기척이 들리고 심지어 물건까지 움직이기 시작한 것. 게다가 아이들이 ‘마마’라 부르는 존재가 점차 모습을 드러내기 시작하는데…  악마의 책에 의해 저주를 받은 ‘마마’, 좁혀오는 그녀의 손아귀에서 벗어나라!",movie/popular
1159559,스크림 7,Scream 7,2026-02-25,6.173,1040,54.2948,공포|미스터리|범죄,https://image.tmdb.org/t/p/w500/gqgBqxyr8tGQGJCFrRWAzfA7Cml.jpg,"시드니 프레스콧이 새롭게 정착한 조용한 마을에 새로운 고스트페이스가 등장한다. 그녀의 딸, 테이텀이 다음 표적이 되면서 우려했던 공포가 현실이 되고, 가족을 지키기 위해 시드니는 과거의 공포와 맞서 피의 학살을 영원히 끝내기로 결심하는데…",movie/popular
1364953,마라마: 달의 복수,Mārama,2026-04-17,6.4,9,51.5867,공포|드라마|미스터리,https://image.tmdb.org/t/p/w500/tD9yi1i2t6cgXDrqaBRzjUy7bEX.jpg,뉴질랜드에서 북요크셔로 불려온 젊은 마오리 여성은 자신의 가문에 얽힌 끔찍한 식민지 역사를 마주하게 된다. 그녀는 가족을 파멸시킨 영국의 귀족 남성에게 복수하기 위해 그와 정면으로 맞서기 시작한다.,movie/popular
755898,우주전쟁,War of the Worlds,2025-07-29,4.083,1009,53.0542,SF|스릴러,https://image.tmdb.org/t/p/w500/yvirUYrva23IudARHn3mMGVxWqM.jpg,"전설적인 동명 소설을 새롭게 재해석한 이번 작품은 거대한 침공의 서막을 알린다. 에바 롱고리아와 전설적인 래퍼이자 배우 아이스 큐브, 그리고 마이클 오닐과 이만 벤슨이 합류해, 기술과 감시, 사생활이라는 현대적 주제를 아우르는 짜릿한 우주급 모험을 선보인다.",movie/popular
1325734,더 드라마,The Drama,2026-03-26,6.96,1039,50.3417,로맨스|코미디|드라마,https://image.tmdb.org/t/p/w500/qhGCY6DIemLoCi7x1GuEt98m4JF.jpg,결혼식을 코앞에 둔 한 쌍의 연인. 서로에 대해 결코 마주하고 싶지 않았던 진실을 알게 되면서 관계가 흔들리기 시작한다.,movie/popular
1292415,비스트,Beast,2026-04-10,6.385,52,54.2167,액션|드라마,https://image.tmdb.org/t/p/w500/7NrvUI3vnW8H3rD7ExKcTL7KRcQ.jpg,"MMA의 전설 패튼 제임스는 현재 상업 어부로 일하고 있지만, 동생이 위험에 처하자 다시 옥타곤으로 돌아온다. 옛 코치 새미와 재회한 그는 잔혹한 챔피언 자비에르 그라우를 상대로 단 한 번의 챔피언십 경기를 치르기로 결심한다.",movie/popular
1318413,Pressure,Pressure,2026-05-25,8.3,27,53.8353,스릴러|역사|전쟁,https://image.tmdb.org/t/p/w500/9RkDrI8V8QJBjhtyRX7y6Qow3aq.jpg,,movie/popular
862,토이 스토리,Toy Story,1995-11-22,7.977,19950,59.6027,가족|코미디|애니메이션|모험,https://image.tmdb.org/t/p/w500/iJbm78MxPjLutWUYixbeege8EVe.jpg,"카우보이 인형 우디는 꼬마 주인인 앤디의 가장 사랑받는 장난감이다. 그러나 어느날 버즈라는 새로운 장난감이 등장한다.  버즈는 최신형 장난감으로 레이저 빔 등의 첨단장비를 갖추고 있으나, 버즈는 자신이 장난감임을 인식하지 못하고 자신이 우주에서 온 전사이며 자신이 갖춘 장비로 하늘을 날 수 있다고 믿고 있다. 버즈의 허상을 상처받지 않고 인식시켜 주려는 우디와 친구들. 그러나 뜻밖의 사고가 일어난다. 옆집 개에게 버즈가 납치당하고 이런 버즈를 구하기 위해 우디와 친구들은 구조대를 조직해 버즈를 구하러 가는데...",movie/popular
299536,어벤져스: 인피니티 워,Avengers: Infinity War,2018-04-25,8.237,32113,53.601,모험|액션|SF,https://image.tmdb.org/t/p/w500/kmP6viwzcEkZeoi1LaVcQemcvZh.jpg,"타노스는 6개의 인피니티 스톤을 획득해 신으로 군림하려 한다. 그것은 곧 인류의 절반을 학살해 우주의 균형을 맞추겠다는 뜻. 타노스는 닥터 스트레인지가 소유한 타임 스톤, 비전의 이마에 박혀 있는 마인드 스톤을 차지하기 위해 지구를 침략한다. 아이언맨과 스파이더맨은 가디언즈 오브 갤럭시의 멤버들과 타노스를 상대한다. 지구에선 캡틴 아메리카, 완다, 블랙 위도우, 블랙 팬서 등이 비전을 지키기 위해 뭉친다.",movie/popular
1368166,하우스메이드,The Housemaid,2025-12-18,7.256,2439,53.04,미스터리|스릴러,https://image.tmdb.org/t/p/w500/fUDX16A4fJXmAuUA5t0pnqzXS0b.jpg,과거를 숨긴 채 완벽한 저택의 가정부로 들어간 밀리가 이상한 행동을 보이는 아내 니나와 그런 아내를 이해하는 모범적인 남편 앤드루와 얽히며 닫힌 문 뒤의 거짓과 마주하게 되는 월드 베스트셀러 원작의 고자극 미스터리 스릴러,movie/popular
1292695,데이 윌 킬 유,They Will Kill You,2026-03-25,7.065,756,52.3247,공포|코미디|액션,https://image.tmdb.org/t/p/w500/6oI4oQKTWMVUlr8Ivqydp28Ruu6.jpg,"한 여성이 뉴욕의 한 고층 아파트에서 가사도우미로 일을 시작하지만, 그 건물에 오래전부터 ‘실종’의 역사가 있었다는 사실을 알지 못한다. 곧 그녀는 이곳의 공동체 전체가 알 수 없는 비밀과 미스터리에 감싸여 있음을 깨닫는다.",movie/popular
432123,Savior,Savior,2015-12-01,0.0,0,51.918,드라마,https://image.tmdb.org/t/p/w500/wcZleoLz2us9dCxraSivVhyES0z.jpg,,movie/popular
1473332,Nadie va a escuchar tu grito,Nadie va a escuchar tu grito,2025-09-05,5.375,8,42.6966,공포|스릴러,https://image.tmdb.org/t/p/w500/5e877bTsl71ENZLtQ7L1lGVV9yN.jpg,,movie/popular
1002398,어린 아내,Donselya,2024-10-29,6.7,23,46.0727,드라마|로맨스,https://image.tmdb.org/t/p/w500/iVS3ZiPsKy8Hhc5Dipqgrjmoj2b.jpg,,movie/popular
603,매트릭스,The Matrix,1999-03-31,8.247,28017,51.7378,액션|SF,https://image.tmdb.org/t/p/w500/fxBxoXFAYKWde6lKzXxSusn18Av.jpg,"인간의 기억마저 AI에 의해 입력되고 삭제되는 세상, 진짜보다 더 진짜 같은 가상 현실 매트릭스. 그 속에서 진정한 현실을 인식할 수 없게 재배되는 인간들. 그 매트릭스를 빠져 나오면서 AI에게 가장 위험한 인물이 된 모피어스는 몇 안 되는 동료들과 함께 기계와의 전쟁 전후의의 폐허를 떠돌며 인류를 구할 마지막 영웅을 찾아 헤맨다. 마침내 모피어스는 낮에는 평범한 회사원 앤더슨으로, 밤에는 해커로 활동하는 청년 네오를 그로 지목한다. 모피어스의 지시대로 그를 만나게 된 네오는 두개의 알약 중 하나를 고르는 선택을 하게 되는데...",movie/popular
1157008,Dime lo que quieres (de verdad),Dime lo que quieres (de verdad),2023-07-27,7.773,33,45.108,로맨스|드라마|코미디,https://image.tmdb.org/t/p/w500/2ynUMfrwnEdGmkZmpiiJmTdTi4w.jpg,,movie/popular
1246049,드라큘라: 어 러브 테일,Dracula,2025-07-30,7.157,1268,47.4517,공포|판타지|로맨스,https://image.tmdb.org/t/p/w500/hCKkybW6EfSZoOW3xia9ZsQwaUd.jpg,"거장 뤽 베송이 선사하는 전설의 화려한 부활, 그 태초의 이야기. 15세기, 신을 위해 칼을 들고 전장을 누비던 왕자 '블라드'. 하지만 신은 그의 헌신에 대한 대가로 가장 사랑하는 여인을 죽음으로 몰아넣는다. 찢어질 듯한 슬픔과 배신감에 사로잡힌 그는 십자가를 부수고 신을 저주하며, 영원히 죽지 못하는 어둠의 길을 선택한다. 피를 마시며 영겁의 시간을 견뎌온 괴물, 드라큘라. 세기를 넘어 다시금 그에게 운명처럼 찾아온 사랑의 흔적은 그를 광기와 열망의 소용돌이로 몰아넣는다. ""내 사랑을 앗아간 신에게 복수하고, 영원 속에서 당신을 다시 찾으리라."" 칸 영화제 남우주연상 수상자 케일럽 랜드리 존스와 크리스토프 왈츠의 압도적인 연기, 그리고 뤽 베송 감독 특유의 미학적인 비주얼이 만나 탄생한 고딕 판타지. 공포를 넘어선 비극적이고도 아름다운 핏빛 서사시가 당신의 심장을 조여온다. 괴물이 될 수밖에 없었던 한 남자의 처절한 사랑, 그 거대한 비극의 막이 오른다.",movie/popular
48650,룸 인 로마,Habitación en Roma,2010-05-07,6.405,831,48.1518,드라마|로맨스,https://image.tmdb.org/t/p/w500/4kF4qRXFd7MqX2bAJX3e3zQSxhV.jpg,"로마의 6월 여름 첫날밤,  술집에서 러시아 여인 나타샤와 스페인 여인 알바가 우연히 만나 서로에게 호감을 갖는다. 그녀들은 이후, 로마의 한 호텔에서 하룻밤을 보내며, 자신이 레즈비언이라는 알바는 이성애자인 나타샤에게 서서히 접근을 하고,  차츰 각자 진실된 자신의 이야기를 시작하게 되는데..",movie/popular
4248,무서운 영화 2,Scary Movie 2,2001-07-04,5.835,5209,43.8681,코미디,https://image.tmdb.org/t/p/w500/iRS4R009OJM4KmhikmzGvkbeEaT.jpg,유령이 나올 것처럼 스산한 기운이 감도는 밤. 어느 대저택에서 한 무리의 사람들이 피아노 반주에 맞춰 엉덩이를 흔들며 신나게 노래를 부르고 있다. 이때 하얀 잠옷을 입은 소녀가 이들 앞에서 엄청난 양의 오줌을 질질 싸댄다.  이 소녀가 바로 악령이 깃들였다는 이 집 딸 나타샤.  괴상한 짓을 일삼지만 유능한(?) 사제인 맥필리 신부가 그녀에게 깃들인 악령을 쫓아내기 위해 찾아온다. 잠시 후 악령을 쫓아내려는 신부와 나타샤의 몸에서 쫓겨나지 않으려는 악령은 서로의 얼굴에 구토를 해대는 등 온갖 더럽고 추악한 짓으로 힘겨루기를 한다.  그로부터 1년 뒤 악령의 존재를 밝혀내 명예를 얻으려는 심리학 교수 올드먼이 실험대상인 제자들을 데리고 악령의 집을 찾는다.,movie/popular
14035,미트볼,Meatballs,1979-06-28,5.8,356,41.5154,코미디,https://image.tmdb.org/t/p/w500/9YA2erSNcca9NWd0xePC9ArFWnx.jpg,썸머 캠핑장에서 벌어지는 젊은 청춘들의 낭만과 사랑을 그린 코미디 히트작,movie/popular
1010581,나의 잘못,Culpa mía,2023-06-08,7.735,4090,45.9644,드라마|로맨스|스릴러,https://image.tmdb.org/t/p/w500/duT8Vks5FXwDkpxoR84xb2a6VB6.jpg,노아는 남자 친구와 친구들이 있는 동네를 뒤로하고 엄마의 새 부자 남편 저택으로 이사를 가게 된다. 의붓오빠 닉과는 첫 만남부터 삐걱댔지만 곧 서로에게 이끌려 금지된 관계를 맺는다. 반항심과 고뇌로 가득 찬 그들의 인생은 송두리째 흔들리고 둘은 결국 뜨거운 사랑에 빠진다.,movie/popular
1265609,워 머신: 전쟁 기계,War Machine,2026-02-12,7.388,1917,45.6649,액션|SF|스릴러,https://image.tmdb.org/t/p/w500/cfeIYPthWgq5XFZnx7cbpr7xFTp.jpg,미 육군 레인저 훈련에서 마지막 혹독한 임무를 받은 전투 공병. 자신이 속한 부대를 이끌고 거대한 외계 살상 병기에 맞서 싸워야 한다.,movie/popular
24428,어벤져스,The Avengers,2012-04-25,8.044,38382,46.7047,SF|액션|모험,https://image.tmdb.org/t/p/w500/krgjV3rJtBcEpQehODKXNCt6uFL.jpg,"에너지원 큐브를 이용한 적의 등장으로 인류가 위험에 처하자 국제평화유지기구인 쉴드의 국장 닉 퓨리는 어벤져스 작전을 위해 전 세계에 흩어져 있던 슈퍼히어로들을 찾아나선다. 아이언맨부터 토르, 헐크, 캡틴 아메리카는 물론, 쉴드의 요원인 블랙 위도우, 호크 아이까지, 최고의 슈퍼히어로들이 어벤져스의 멤버로 모이게 되지만, 각기 개성이 강한 이들의 만남은 예상치 못한 방향으로 흘러가는데...",movie/popular
1274706,신원 미상의 여자,La desconocida,2026-06-05,5.508,65,40.1574,스릴러|범죄,https://image.tmdb.org/t/p/w500/diKhdwtx2Ij3Qx2bnYIcSLT0EKT.jpg,"컨테이너 안에서 자신에 대한 기억을 잃은 여인이 발견되자, 두 형사는 그녀의 정체와 그녀를 죽이려 하는 자의 정체를 밝히려 한다.",movie/now_playing
1351908,भारत भाग्य विधाता,भारत भाग्य विधाता,2026-06-12,0.0,0,54.9778,드라마|스릴러,https://image.tmdb.org/t/p/w500/bNXFBZYX50ttN0SYdOc0hPyDlpP.jpg,,movie/now_playing
1475803,Governor,Governor,2026-06-12,6.0,1,44.2445,드라마|스릴러,https://image.tmdb.org/t/p/w500/g0GjFVz4u5wDU8d6r7HySuduCZE.jpg,,movie/now_playing
1116201,아이언 렁,Iron Lung,2026-01-30,7.008,266,35.6467,공포|미스터리|SF,https://image.tmdb.org/t/p/w500/sIwakdbMGS1krtgendTWpxTY9Hw.jpg,"수십 년 전, '조용한 휴거(The Quiet Rapture)'가 발생해 알려진 우주의 모든 별과 거주 가능한 행성이 사라졌다. 인류는 무너져가는 우주정거장의 녹슨 복도에 남겨졌다. 그리고 황량한 위성에서 발견된, 유일한 희망일지도 모르는 피의 바다(Ocean of Blood). 생존자들은 이 피 흘리는 심연을 탐사하기 위해 잠수함을 만들었고, 그 안을 조종할 단 하나의 영혼을 용접해 가두었다. 죄수(The Convict)는 '아이언 렁(Iron Lung)'이라 불리는 작은 잠수함을 타고 피의 바다를 수색하는 임무에 투입된다. 하지만 이 공허 속에서 희망은 별빛만큼이나 허상일 뿐이다. 이것은 탐사가 아니다. 처형이다.",movie/now_playing
1266127,레디 오어 낫: 죽음의 숨바꼭질,Ready or Not: Here I Come,2026-03-19,7.7,1050,37.3508,스릴러|공포|코미디,https://image.tmdb.org/t/p/w500/9XMwsbof7HoOiNxEahreQay3pXs.jpg,르 도마스 가문의 공격에서 간신히 살아남은 지 몇 분도 되지 않아 그레이스는 자신이 이 악몽 같은 게임의 ‘다음 레벨’에 도달했다는 사실을 깨닫는다. 이번에는 오랫동안 왕래 없던 여동생 페이스까지 함께다.,movie/now_playing
1110034,크라켄,Kraken,2026-02-06,6.215,151,37.744,공포|액션|스릴러,https://image.tmdb.org/t/p/w500/8ExwomWgJoXBdY3u1Otiw2zY9wZ.jpg,"""깊은 피오르드 아래, 전설의 공포가 깨어난다"" 외딴 피오르드 마을의 양식장에서 일하던 해양생물학자 요한네는 설명할 수 없는 죽음과 실종이 잇따르자, 모든 단서가 바다 깊은 곳을 향하고 있음을 직감한다. 잔잔하던 물결 아래 감춰진 거대한 존재, 오래된 전설로만 여겨졌던 크라켄의 그림자가 서서히 마을을 집어삼키기 시작한다. 두려움과 불신 속에서도 진실을 쫓는 요한네는 누구도 마주하려 하지 않는 심해의 비밀에 다가서게 되는데...",movie/now_playing
803796,케이팝 데몬 헌터스,KPop Demon Hunters,2025-06-20,8.025,2889,37.1275,판타지|음악|코미디|애니메이션,https://image.tmdb.org/t/p/w500/5fqcLmrgVDicMuGLOa9PKErFP72.jpg,"케이팝 슈퍼스타 루미, 미라, 조이. 매진을 기록하는 대형 스타디움 공연이 없을 때면 이들은 또 다른 활동에 나선다. 바로 비밀 능력을 이용해 팬들을 초자연적 위협으로부터 보호하는 것.",movie/now_playing
1439584,Ugly Story,Ugly Story,2026-05-22,4.0,2,32.1335,로맨스|드라마|스릴러,https://image.tmdb.org/t/p/w500/hxJOr9MRXTg3HYMpdj6VbD1FSXZ.jpg,,movie/now_playing
1515729,Blast,Blast,2026-05-28,7.6,5,34.4888,액션|드라마|가족,https://image.tmdb.org/t/p/w500/ho824aZtnBzE6FuJRn2znQCq4qQ.jpg,,movie/now_playing
1375646,군체,군체,2026-05-21,6.871,58,34.1703,액션|스릴러|공포,https://image.tmdb.org/t/p/w500/thK6glS5pklrlijsgSN6Hw9GLQK.jpg,"서울 도심의 초고층 빌딩에서 정체불명의 집단 감염사태가 발생한다. 건물은 순식간에 봉쇄되고, 그 안에 있던 사람들은 그대로 고립된다. 처음에는 짐승처럼 기어다니던 감염자들은 점점 진화하며 두 발로 걷기 시작하고, 사람을 식별하며 무리를 지어 생존자들을 공격한다. 생명공학자 권세정과 생존자들은 자신의 몸에 백신을 주입했다고 신고한 서영철을 찾아 구조대가 기다리는 옥상으로 향한다. 하지만 올라갈수록 상황은 점점 더 예측할 수 없게 변해가고, 서영철은 감염자들을 앞세워 생존자들 앞을 막아서는데...",movie/now_playing
1530510,멕시코 1986,México 86,2026-05-21,7.563,72,29.0183,코미디|역사|드라마,https://image.tmdb.org/t/p/w500/xOL58rwFCq7Zw0yg8OeLTU59NSt.jpg,풍자와 블랙 유머가 짙게 밴 《멕시코 1986》. 오직 멕시코 특유의 재치로 가능했던 무모하면서도 대담한 승부수를 통해 멕시코가 1986년 월드컵을 개최하게 된 과정을 그려낸다.,movie/now_playing
1699574,देऊळ बँड 2,देऊळ बँड 2,2026-05-21,0.0,0,29.8338,코미디|드라마,https://image.tmdb.org/t/p/w500/89n9cfc5dm0kdkABmDJalzveEwU.jpg,,movie/now_playing
1501018,Une famille de bâtards,Une famille de bâtards,2026-06-12,5.533,30,33.6415,코미디|범죄,https://image.tmdb.org/t/p/w500/zuiZDJcjlNWB6EcXHer06u9BQke.jpg,,movie/now_playing
1083884,리틀마우스,Signal One,2026-06-05,6.5,19,30.4249,미스터리|SF,https://image.tmdb.org/t/p/w500/bi7Aeaozl51cd5K6vAn8tI1lOW0.jpg,,movie/now_playing
1081003,슈퍼걸,Supergirl,2026-06-23,0.0,0,32.4694,액션|모험|SF,https://image.tmdb.org/t/p/w500/2LSzCgS4StdD2hizIzwgLLCNVnN.jpg,무자비한 적의 등장으로 인해 뜻밖의 동반자와 힘을 합치는 '슈퍼걸'의 이야기를 그린 액션 블록버스터,movie/now_playing
